0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.330739021301269531e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.408208370208740234e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.421319007873535156e-01
-6.087829547141154762e-07,-8.923056884668767452e-05,-2.959295443361042999e-06,5.472989082336425781e-01
-7.682511977691319771e-07,-1.203988285851664841e-04,-1.728867573547177017e-06,5.524170398712158203e-01
-7.826948831279878505e-07,-1.529004366602748632e-04,3.977331743953982368e-06,5.572700500488281250e-01
-9.787395356397610158e-07,-1.936850894708186388e-04,4.682196049543563277e-06,5.625369548797607422e-01
-1.252380002370045986e-06,-2.406030107522383332e-04,3.172259766870411113e-06,5.672869682312011719e-01
-1.770809944900975097e-06,-2.975972893182188272e-04,-6.874409336887765676e-06,5.722448825836181641e-01
-2.231589178336434998e-06,-3.574939910322427750e-04,-1.499210156907793134e-05,5.772778987884521484e-01
-2.728106210270198062e-06,-4.222809220664203167e-04,-2.691670306376181543e-05,5.822529792785644531e-01
6.816686072852462530e-05,1.213045470649376512e-04,2.853514524758793414e-05,5.874259471893310547e-01
6.886099436087533832e-05,9.281154780182987452e-05,2.599889012344647199e-05,5.924248695373535156e-01
6.923377077328041196e-05,5.886942017241381109e-05,2.367158231209032238e-05,5.974919795989990234e-01
7.094338798196986318e-05,1.579440504428930581e-05,2.944244079117197543e-05,6.023640632629394531e-01
7.215626101242378354e-05,-3.023066165042109787e-05,3.010772525158245116e-05,6.074159145355224609e-01
7.346393249463289976e-05,-8.219614392146468163e-05,2.880225838453043252e-05,6.123750209808349609e-01
8.036763756535947323e-05,5.322982178768143058e-05,6.545678479596972466e-05,6.173589229583740234e-01
7.507256668759509921e-05,1.576458089402876794e-05,7.090946746757254004e-05,6.223700046539306641e-01
6.910169031471014023e-05,-3.095555439358577132e-05,7.473248842870816588e-05,6.274819374084472656e-01
6.265177216846495867e-05,-8.191813685698434711e-05,7.735764665994793177e-05,6.327328681945800781e-01
5.559603232541121542e-05,-1.396458683302626014e-04,7.223277498269453645e-05,6.373429298400878906e-01
4.804648415301926434e-05,-2.010622119996696711e-04,7.050591375445947051e-05,6.423768997192382812e-01
1.103964386857114732e-04,-2.522448085073847324e-05,1.231197820743545890e-04,6.473410129547119141e-01
1.023099102894775569e-04,-8.736654854146763682e-05,1.274072565138339996e-04,6.523759365081787109e-01
9.487335046287626028e-05,-1.514633622718974948e-04,1.315341942245140672e-04,6.574440002441406250e-01
8.644723857287317514e-05,-2.203369513154029846e-04,1.345215569017454982e-04,6.626248359680175781e-01
7.896337046986445785e-05,-2.882678818423300982e-04,1.373697014059871435e-04,6.674458980560302734e-01
7.012661080807447433e-05,-3.637904010247439146e-04,1.400322362314909697e-04,6.722519397735595703e-01
6.072058022255077958e-05,-4.442336503416299820e-04,1.431534183211624622e-04,6.774480342864990234e-01
1.324234472122043371e-04,4.954751420882530510e-05,1.023221338982693851e-04,6.825380325317382812e-01
1.267681363970041275e-04,-1.433227225788868964e-06,1.059250716934911907e-04,6.874690055847167969e-01
1.206634333357214928e-04,-5.678902380168437958e-05,1.114912738557904959e-04,6.925249099731445312e-01
1.143552144640125334e-04,-1.088720091502182186e-04,1.134250924224033952e-04,6.976869106292724609e-01
1.075492400559596717e-04,-1.690008648438379169e-04,1.163457636721432209e-04,7.024939060211181641e-01
1.003739962470717728e-04,-2.331041323486715555e-04,1.188200330943800509e-04,7.075159549713134766e-01
9.284583211410790682e-05,-3.006269398611038923e-04,1.215086158481426537e-04,7.125189304351806641e-01
1.442476059310138226e-04,5.151267396286129951e-05,2.836462044797372073e-06,7.174530029296875000e-01
1.371191901853308082e-04,3.233007646485930309e-06,-7.212608124973485246e-06,7.224938869476318359e-01
1.291822991333901882e-04,-4.872378849540837109e-05,-1.736747617542278022e-05,7.277920246124267578e-01
1.236610551131889224e-04,-9.970516111934557557e-05,-3.258749711676500738e-05,7.326259613037109375e-01
1.160506799351423979e-04,-1.592365297256037593e-04,-4.469231862458400428e-05,7.375149726867675781e-01
1.082341550500132143e-04,-2.221701142843812704e-04,-5.905554644414223731e-05,7.425138950347900391e-01
9.830026101553812623e-05,-2.927271416410803795e-04,-7.994603220140561461e-05,7.476069927215576172e-01
1.476472825743257999e-04,1.032572640724538360e-06,5.859190059709362686e-05,7.526040077209472656e-01
1.402617781423032284e-04,-5.789305942016653717e-05,5.618534123641438782e-05,7.576060295104980469e-01
1.319204893661662936e-04,-1.267871120944619179e-04,5.314382360666058958e-05,7.627580165863037109e-01
1.228832261404022574e-04,-1.983393449336290359e-04,4.841677218792028725e-05,7.675788402557373047e-01
1.131121025537140667e-04,-2.747862599790096283e-04,4.278695269022136927e-05,7.726099491119384766e-01
1.027850739774294198e-04,-3.510226379148662090e-04,3.376826862222515047e-05,7.776160240173339844e-01
1.642672141315415502e-04,7.843646017136052251e-05,8.431838796241208911e-05,7.826490402221679688e-01
1.573973859194666147e-04,2.704954204091336578e-05,7.956696936162188649e-05,7.876038551330566406e-01
1.499471836723387241e-04,-3.005550570378545672e-05,7.377190195256844163e-05,7.926468849182128906e-01
1.416998566128313541e-04,-1.006339443847537041e-04,6.457262497860938311e-05,7.977359294891357422e-01
1.330395753029733896e-04,-1.697024854365736246e-04,5.522875289898365736e-05,8.026518821716308594e-01
1.237763062817975879e-04,-2.427606668788939714e-04,4.355713099357672036e-05,8.076310157775878906e-01
1.141510583693161607e-04,-3.129099786747246981e-04,3.169227056787349284e-05,8.126349449157714844e-01
1.606247824383899570e-04,3.056725836358964443e-05,9.042776218848302960e-05,8.177390098571777344e-01
1.530813751742243767e-04,-3.169125193380750716e-05,8.478480594931170344e-05,8.227479457855224609e-01
1.449790433980524540e-04,-9.808052709558978677e-05,6.517564906971529126e-05,8.278758525848388672e-01
1.363984483759850264e-04,-1.683669979684054852e-04,5.442557448986917734e-05,8.328938484191894531e-01
1.272995723411440849e-04,-2.435001806588843465e-04,4.303380410419777036e-05,8.377318382263183594e-01
1.177641606773249805e-04,-3.225839755032211542e-04,4.078276106156408787e-05,8.427989482879638672e-01
