-0.082128,4.8909,0.011233,0.045305,0.10599,0.21285,-0.28281,4.4355,0.014597,5.2037
-0.28448,10.081,0.03752,0.068463,0.1937,0.26165,-0.62342,9.7811,-0.01662,10.498
-0.4473,15.067,0.36104,0.21154,0.60087,0.45993,-1.6234,14.32,0.30999,15.787
-0.21292,20.565,0.38625,0.44756,0.62149,0.669,-1.0067,19.633,1.2079,21.892
